frame,relative_time_seconds,global_time_seconds,pulse,energy_norm
477,19.875000,25.875000,0.060116,0.505329
478,19.916667,25.916667,0.062489,0.525993
479,19.958333,25.958333,0.060953,0.517483
480,20.000000,26.000000,0.055218,0.455974
481,20.041667,26.041667,0.050645,0.417678
482,20.083333,26.083333,0.049202,0.403620
483,20.125000,26.125000,0.049549,0.425077
484,20.166667,26.166667,0.046187,0.378923
485,20.208333,26.208333,0.045534,0.365929
486,20.250000,26.250000,0.127962,0.428059
487,20.291667,26.291667,0.397011,0.665949
488,20.333333,26.333333,0.431452,0.767833
489,20.375000,26.375000,0.378217,0.753251
490,20.416667,26.416667,0.332571,0.760856
491,20.458333,26.458333,0.292440,0.755365
492,20.500000,26.500000,0.252602,0.691638
493,20.541667,26.541667,0.216649,0.577590
494,20.583333,26.583333,0.197657,0.641797
495,20.625000,26.625000,0.183940,0.707006
496,20.666667,26.666667,0.163525,0.665918
497,20.708333,26.708333,0.139003,0.549808
498,20.750000,26.750000,0.121122,0.497380
499,20.791667,26.791667,0.110067,0.500736
500,20.833333,26.833333,0.102990,0.473866
501,20.875000,26.875000,0.109523,0.611990
502,20.916667,26.916667,0.118718,0.764265
503,20.958333,26.958333,0.118556,0.774394
504,21.000000,27.000000,0.116639,0.800541
505,21.041667,27.041667,0.114158,0.795228
506,21.083333,27.083333,0.113758,0.829908
507,21.125000,27.125000,0.111189,0.825240
508,21.166667,27.166667,0.106434,0.799048
509,21.208333,27.208333,0.101564,0.769841
510,21.250000,27.250000,0.098456,0.752734
511,21.291667,27.291667,0.098605,0.764691
512,21.333333,27.333333,0.100622,0.801547
513,21.375000,27.375000,0.100161,0.798413
514,21.416667,27.416667,0.097951,0.790502
515,21.458333,27.458333,0.093863,0.752281
516,21.500000,27.500000,0.091213,0.734481
517,21.541667,27.541667,0.090818,0.736523
518,21.583333,27.583333,0.092642,0.748333
519,21.625000,27.625000,0.097248,0.805159
520,21.666667,27.666667,0.098071,0.818311
521,21.708333,27.708333,0.093613,0.764431
522,21.750000,27.750000,0.091375,0.746199
523,21.791667,27.791667,0.093760,0.769522
524,21.833333,27.833333,0.097288,0.822135
525,21.875000,27.875000,0.094696,0.780854
526,21.916667,27.916667,0.093829,0.759879
527,21.958333,27.958333,0.099460,0.839695
528,22.000000,28.000000,0.099916,0.841011
529,22.041667,28.041667,0.095375,0.780531
530,22.083333,28.083333,0.094278,0.786461
531,22.125000,28.125000,0.092686,0.777120
532,22.166667,28.166667,0.089587,0.732381
533,22.208333,28.208333,0.091646,0.758785
534,22.250000,28.250000,0.095728,0.806193
535,22.291667,28.291667,0.095655,0.801208
536,22.333333,28.333333,0.093053,0.769016
537,22.375000,28.375000,0.092901,0.768711
538,22.416667,28.416667,0.094704,0.795588
539,22.458333,28.458333,0.093899,0.784277
540,22.500000,28.500000,0.091835,0.760779
541,22.541667,28.541667,0.090751,0.760472
542,22.583333,28.583333,0.087530,0.735141
543,22.625000,28.625000,0.081697,0.676649
544,22.666667,28.666667,0.077697,0.640114
545,22.708333,28.708333,0.077042,0.643517
546,22.750000,28.750000,0.076616,0.637770
547,22.791667,28.791667,0.076363,0.635231
548,22.833333,28.833333,0.076454,0.638409
549,22.875000,28.875000,0.075802,0.633933
550,22.916667,28.916667,0.073831,0.616552
551,22.958333,28.958333,0.071702,0.591636
552,23.000000,29.000000,0.071796,0.599099
553,23.041667,29.041667,0.072949,0.601901
554,23.083333,29.083333,0.079414,0.637872
555,23.125000,29.125000,0.095761,0.806518
556,23.166667,29.166667,0.107732,0.927748
557,23.208333,29.208333,0.105187,0.882321
558,23.250000,29.250000,0.097500,0.804788
559,23.291667,29.291667,0.091863,0.770034
560,23.333333,29.333333,0.083752,0.710156
561,23.375000,29.375000,0.070222,0.582310
562,23.416667,29.416667,0.056850,0.470357
563,23.458333,29.458333,0.046261,0.377201
564,23.500000,29.500000,0.043225,0.330154
565,23.541667,29.541667,0.160413,0.450059
566,23.583333,29.583333,0.536951,0.806885
567,23.625000,29.625000,0.582724,0.925069
568,23.666667,29.666667,0.501849,0.863407
569,23.708333,29.708333,0.421383,0.729475
570,23.750000,29.750000,0.342979,0.492006
571,23.791667,29.791667,0.279529,0.320243
572,23.833333,29.833333,0.247670,0.315496
573,23.875000,29.875000,0.286921,0.558834
574,23.916667,29.916667,0.386734,0.650824
575,23.958333,29.958333,0.358277,0.502053
576,24.000000,30.000000,0.294154,0.355705
577,24.041667,30.041667,0.242536,0.254806
578,24.083333,30.083333,0.204072,0.218448
579,24.125000,30.125000,0.173430,0.221540
580,24.166667,30.166667,0.121358,0.134316
