frame,relative_time_seconds,global_time_seconds,pulse,energy_norm
280,11.666667,17.666667,0.049564,0.017624
281,11.708333,17.708333,0.041351,0.009168
282,11.750000,17.750000,0.034499,0.000000
283,11.791667,17.791667,0.028783,0.000826
284,11.833333,17.833333,0.024014,0.025434
285,11.875000,17.875000,0.020035,0.035434
286,11.916667,17.916667,0.016715,0.000000
287,11.958333,17.958333,0.014174,0.000000
288,12.000000,18.000000,0.022519,0.000000
289,12.041667,18.041667,0.035777,0.000106
290,12.083333,18.083333,0.056842,0.000491
291,12.125000,18.125000,0.090310,0.000812
292,12.166667,18.166667,0.143482,0.015076
293,12.208333,18.208333,0.227960,0.003758
294,12.250000,18.250000,0.362177,0.003299
295,12.291667,18.291667,0.575418,0.400417
296,12.333333,18.333333,0.914209,1.000000
297,12.375000,18.375000,0.864105,0.745626
298,12.416667,18.416667,0.720925,0.016063
299,12.458333,18.458333,0.601469,0.000165
300,12.500000,18.500000,0.501807,0.086061
301,12.541667,18.541667,0.418659,0.011881
302,12.583333,18.583333,0.349288,0.000000
303,12.625000,18.625000,0.291412,0.019272
304,12.666667,18.666667,0.243126,0.000000
305,12.708333,18.708333,0.286637,0.000000
306,12.750000,18.750000,0.455401,0.063566
307,12.791667,18.791667,0.723530,0.328105
308,12.833333,18.833333,0.751105,0.197452
309,12.875000,18.875000,0.626649,0.000306
310,12.916667,18.916667,0.522815,0.000000
311,12.958333,18.958333,0.436185,0.009878
312,13.000000,19.000000,0.363911,0.009175
313,13.041667,19.041667,0.303611,0.054181
314,13.083333,19.083333,0.253304,0.096611
315,13.125000,19.125000,0.211332,0.012250
316,13.166667,19.166667,0.326404,0.000000
317,13.208333,19.208333,0.518583,0.135728
318,13.250000,19.250000,0.823911,0.504049
319,13.291667,19.291667,0.785058,0.220130
320,13.333333,19.333333,0.654975,0.000000
321,13.375000,19.375000,0.546448,0.000447
322,13.416667,19.416667,0.455902,0.046141
323,13.458333,19.458333,0.380360,0.056435
324,13.500000,19.500000,0.317336,0.034303
325,13.541667,19.541667,0.264754,0.005226
326,13.583333,19.583333,0.220885,0.000000
327,13.625000,19.625000,0.319519,0.000000
328,13.666667,19.666667,0.507644,0.053738
329,13.708333,19.708333,0.806531,0.314469
330,13.750000,19.750000,0.705374,0.086735
331,13.791667,19.791667,0.588495,0.000000
332,13.833333,19.833333,0.490983,0.002721
333,13.875000,19.875000,0.409628,0.005498
334,13.916667,19.916667,0.341754,0.018168
335,13.958333,19.958333,0.285126,0.027875
336,14.000000,20.000000,0.237881,0.022981
337,14.041667,20.041667,0.198465,0.004098
338,14.083333,20.083333,0.165580,0.008033
339,14.125000,20.125000,0.138144,0.010346
340,14.166667,20.166667,0.115253,0.000000
341,14.208333,20.208333,0.096156,0.004207
342,14.250000,20.250000,0.080223,0.021129
343,14.291667,20.291667,0.066931,0.013520
344,14.333333,20.333333,0.055840,0.000000
345,14.375000,20.375000,0.046588,0.000000
346,14.416667,20.416667,0.038868,0.000000
347,14.458333,20.458333,0.041522,0.009846
348,14.500000,20.500000,0.065969,0.017210
349,14.541667,20.541667,0.104810,0.116745
350,14.583333,20.583333,0.166520,0.067656
351,14.625000,20.625000,0.264562,0.000000
352,14.666667,20.666667,0.420330,0.034117
353,14.708333,20.708333,0.667810,0.638866
354,14.750000,20.750000,0.977097,0.932938
355,14.791667,20.791667,0.815194,0.293534
356,14.833333,20.833333,0.680118,0.000000
357,14.875000,20.875000,0.567424,0.000698
358,14.916667,20.916667,0.473403,0.021264
359,14.958333,20.958333,0.394962,0.010141
360,15.000000,21.000000,0.329517,0.014531
361,15.041667,21.041667,0.274917,0.026959
362,15.083333,21.083333,0.247320,0.000000
363,15.125000,21.125000,0.392935,0.000000
364,15.166667,21.166667,0.624285,0.467861
365,15.208333,21.208333,0.991848,0.801702
366,15.250000,21.250000,0.836979,0.146811
367,15.291667,21.291667,0.698293,0.000000
368,15.333333,21.333333,0.582588,0.000000
369,15.375000,21.375000,0.486054,0.004431
370,15.416667,21.416667,0.405516,0.036494
371,15.458333,21.458333,0.338323,0.038154
372,15.500000,21.500000,0.282264,0.000000
373,15.541667,21.541667,0.235493,0.000000
374,15.583333,21.583333,0.196473,0.000000
375,15.625000,21.625000,0.163918,0.021093
376,15.666667,21.666667,0.224342,0.084169
377,15.708333,21.708333,0.356430,0.054164
378,15.750000,21.750000,0.566286,0.366210
379,15.791667,21.791667,0.899701,0.789102
380,15.833333,21.833333,0.869531,0.230758
381,15.875000,21.875000,0.725452,0.000000
382,15.916667,21.916667,0.605246,0.000000
383,15.958333,21.958333,0.504958,0.004878
384,16.000000,22.000000,0.421288,0.000000
385,16.041667,22.041667,0.351481,0.001565
386,16.083333,22.083333,0.293242,0.247943
387,16.125000,22.125000,0.244652,0.280482
388,16.166667,22.166667,0.204114,0.014650
389,16.208333,22.208333,0.170293,0.000000
390,16.250000,22.250000,0.142076,0.012403
391,16.291667,22.291667,0.118534,0.017349
392,16.333333,22.333333,0.098893,0.038710
393,16.375000,22.375000,0.082507,0.005503
394,16.416667,22.416667,0.068836,0.002272
395,16.458333,22.458333,0.057430,0.000026
396,16.500000,22.500000,0.047914,0.007949
397,16.541667,22.541667,0.039975,0.018454
398,16.583333,22.583333,0.033351,0.000000
399,16.625000,22.625000,0.027825,0.000000
400,16.666667,22.666667,0.023214,0.025218
401,16.708333,22.708333,0.019368,0.000000
402,16.750000,22.750000,0.016159,0.000000
403,16.791667,22.791667,0.019091,0.000000
404,16.833333,22.833333,0.030331,0.000000
405,16.875000,22.875000,0.048189,0.000000
406,16.916667,22.916667,0.076561,0.070677
407,16.958333,22.958333,0.121638,0.102835
408,17.000000,23.000000,0.193255,0.127274
409,17.041667,23.041667,0.307039,0.042842
410,17.083333,23.083333,0.487815,0.023205
411,17.125000,23.125000,0.775028,0.900899
412,17.166667,23.166667,0.921794,0.964811
413,17.208333,23.208333,0.769055,0.064286
414,17.250000,23.250000,0.641624,0.000000
415,17.291667,23.291667,0.535309,0.006131
416,17.333333,23.333333,0.446609,0.001842
417,17.375000,23.375000,0.372607,0.097362
418,17.416667,23.416667,0.310867,0.054837
419,17.458333,23.458333,0.259357,0.000000
420,17.500000,23.500000,0.326548,0.000000
421,17.541667,23.541667,0.518811,0.000856
422,17.583333,23.583333,0.824274,0.911814
423,17.625000,23.625000,0.899839,0.759113
