#format: frame checksums
#version: 2
#hash: MD5
#software: Lavf62.3.100
#tb 0: 1/4
#media_type 0: video
#codec_id 0: rawvideo
#dimensions 0: 180x320
#sar 0: 1/1
#stream#, dts,        pts, duration,     size, hash
0,          0,          0,        1,    86400, 1779d7c282adbdc0792f7c357bc99229
0,          1,          1,        1,    86400, 6d36bb984934e991833c9c6fa6c62695
0,          2,          2,        1,    86400, 9c10d9bd6b83be8d53836f01f5240afb
0,          3,          3,        1,    86400, 285490361133e9af8ee3d9b67e8c18e7
0,          4,          4,        1,    86400, ca0e4b3df0e67adbe01f069dcf19a45b
0,          5,          5,        1,    86400, 31883d5c43a303f9a51d2ac60e51a69b
0,          6,          6,        1,    86400, 9caa69e3476634e63827a99f092e54ed
0,          7,          7,        1,    86400, 605b6f89a6e42dce43a08abf829ff257
0,          8,          8,        1,    86400, 4dc46ae3cbdb09089c131f07ee527a29
0,          9,          9,        1,    86400, 62fd8382535f0261c6feb2d77f7dd082
0,         10,         10,        1,    86400, ffe07fd4bdb2aa88decd975d6707213b
0,         11,         11,        1,    86400, 42312e16e8d96a185dd262336d50cc64
